"","rarefied_whole.142.","rarefied_motile.115.","rarefied_sessile.6."
"1",26.8801471056898,23.0862697259205,2.58606811145511
"2",20.8896862045189,17.9371961171753,1.44124327186676
"3",25.0336821736452,20.3005227689654,3.03953055446382
"4",26.9284542189808,23.7968431694175,3.25
"5",30.7470374042626,24.1190979757012,3.66099924132036
"6",30.0067482944664,24.5326009794205,3.00502590744429
"7",23.0326507129903,18.1343011612332,3.9027116544495
"8",22.9263186195797,18.8719311059986,3.49285971639728
"9",20.9319676119156,17.0122883793861,2.99567010593371
"10",23.5546235727177,19.3980321731907,3.33368004992719
"11",27.0257147242811,22.3658757702288,2.85407830718137
"12",22.260190960761,18.5238709625543,2.5357310987666
"13",24.0691596132155,19.1936418692343,2.98770259178435
"14",21.1969294226381,18.2550833513834,1.9862700228833
"15",18.374742898018,14.951239588823,2.64479380268854
"16",22.8273618890607,19.0816034538997,3.5948489366421
"17",21.9052347914516,18.4691864199665,1.95920835048504
"18",26.7583363072185,21.536383804589,3.2155317835168
"19",26.249372573263,22.1379192227145,3
"20",25.3460562044025,20.7174533877549,3.17070581592321
"21",39.4855902099694,30.6267777131709,4.1038606948984
"22",32.8651152453061,25.9428853816095,3.29432094350163
"23",30.3076454574376,26.6241447356508,2.42234452934044
"24",33.5105958010883,25.829304793391,3.8437380459821
"25",24.5432006883877,20.9333803937844,2.30250681415623
"26",33.3545407521905,26.8851406565227,2.97564191488021
"27",30.9052539655029,25.2433438953357,3.61066146360264
"28",29.7837583484908,23.2627341196096,5.06593406593407
"29",28.0510499286189,21.8699010385932,3.76425005200748
"30",26.4212003121176,20.7198234931325,4.24713233127027
"31",39.5570088081845,30.4157798961452,4.552006579758
"32",33.600797641838,28.0502066694291,3.52708978328174
"33",35.6804434392954,28.0792720115902,3.91353275815415
"34",21.9025343502287,19.7034925812902,1
"35",18.589837748653,13.6800935529855,3.72243987896162
"36",29.8070973297281,22.8070987224426,3.33813000838333
"37",25.6339610196838,19.6402799620466,2.88489962014074
"38",25.9526759540625,18.6434886673376,4.18478731128965
"39",27.9918469372607,22.3285747061408,2.83059570966856
"40",34.3955633725586,27.7489307377322,2.85487105399344
"41",26.4417759598101,20.7534606385288,2.94106414922626
"42",25.0618462546787,20.4389739784806,2.66724044809117
"43",28.1988714167535,22.587099440965,2.91931556760035
"44",28.2735441362373,21.8078717128885,3.42375203874917
"45",26.2681019385985,19.4303855017058,3.65949415491717
"46",28.1059178846371,20,3.49394388827092
"47",31.3198121398915,26.8857491663952,2.45269782872489
"48",26.6761192520958,20.0704316481077,3.77666396150306
"49",31.8187134823122,25.2634508686886,3.38744115083934
"50",26.4814826688235,20.1666864146452,2.59761605507546
"51",28.6374768346143,21.8376029812471,3.78119706434165
"52",25.6292899032252,19.3469688415238,3.45931563078595
"53",24.851254929234,19.9390504379054,3.92670411205881
"54",24.6724338896508,20.8989542011591,2.50239234449761
"55",27.1909375913597,24.5716291218808,1.54976102374345
"56",37.8641502874944,30.43055159317,4.11955820800724
"57",38.6011489921743,31.9842442587983,3.8817325207575
"58",22.171019387642,18.3416749390518,2.83258783503494
"59",36.0720888590895,30.1227449639205,3.65280158304435
"60",32.9021978488761,28.3649511216824,3.36442093367258
"61",42.4856315294012,32.5073419550581,4.64766539069945
"62",35,29.8265443952837,2.375
"63",40.8643396972804,30.5725715595621,4.39067282831583
"64",29.0748137945823,21.8905252302979,3.87921844972421
"65",27.9359709116107,21.2055370610438,3.76671539341816
"66",36.710826585345,33.7787201842997,3.0520941711796
"67",28.1647660149107,21.5503097763764,2.93461571252362
"68",27.7582766783218,22.7786219338112,1.89507647647403
"69",24.9768706793109,18.2642911513118,3.23851704111829
"70",33.4324432592143,29.3572562699583,3.35613372460402
"71",36.6305573798681,32.2872195624188,2.79008825114699
"72",26.7613175767542,19.886560190595,3.90763882097995
